Mission ID,Distance [m],Elevation [m],Cargo [kg],Battery Level,Time of Day [h],Traffic Level,Mode,Energy [kJ]
3062,143.75,-3.1,7.81,0.704,14.0,high,normal,679.796
3063,164.43,2.2,4.0,0.709,13.0,medium,normal,509.04
3064,167.7,1.3,1.07,0.92,17.0,low,normal,273.407
3065,130.3,-0.1,2.37,0.99,19.0,medium,normal,261.068
3066,187.96,-2.2,1.73,0.667,7.0,high,normal,450.49
3067,153.2,1.1,0.0,0.407,2.0,medium,normal,217.286
3068,101.86,2.1,5.94,0.834,20.0,medium,normal,419.16
3069,124.33,1.9,4.5,0.928,11.0,medium,normal,437.143
3070,145.03,-1.1,0.95,0.338,7.0,medium,normal,246.672
3071,213.22,1.0,4.64,0.784,5.0,low,normal,446.347
3072,168.25,1.9,2.01,0.777,2.0,medium,normal,337.524
3073,273.19,-1.0,0.79,0.985,10.0,medium,normal,437.051
3074,124.59,1.0,2.55,0.951,4.0,medium,normal,272.258
3075,88.36,1.0,0.09,0.376,23.0,low,normal,157.326
3076,98.23,-0.4,5.12,0.505,4.0,high,normal,310.771
3077,218.13,1.3,1.96,0.468,10.0,medium,normal,470.954
3078,183.96,-0.1,0.0,0.711,21.0,low,normal,243.938
3079,149.47,2.2,5.25,0.425,22.0,high,normal,493.855
3080,202.53,2.1,4.7,0.637,17.0,medium,priority,639.103
3081,142.95,0.8,3.09,0.508,10.0,low,normal,313.483
3082,151.36,-3.4,1.99,0.29,7.0,low,normal,395.063
3083,272.22,-0.7,0.0,0.904,9.0,high,normal,446.847
3084,216.53,2.6,3.89,0.913,19.0,medium,normal,559.193
3085,140.72,-1.7,7.13,0.957,11.0,medium,normal,542.297
3086,67.82,-0.2,1.98,0.744,9.0,high,normal,130.469
3087,304.86,1.4,1.97,0.744,20.0,low,normal,530.931
3088,275.29,1.8,0.0,0.691,19.0,low,normal,379.501
3089,50.01,1.3,4.73,0.625,,low,priority,234.306
3090,177.01,3.6,4.86,0.352,21.0,,normal,555.584
3091,97.0,-0.2,4.08,0.752,10.0,low,normal,250.996
3092,216.92,6.2,3.34,0.742,2.0,low,normal,634.66
3093,142.93,1.7,4.0,0.543,3.0,low,normal,384.971
3094,114.38,-0.7,6.37,0.839,21.0,medium,normal,336.345
3095,71.47,-2.3,3.27,0.748,8.0,low,normal,244.718
3096,121.24,-4.7,6.56,0.574,2.0,high,normal,639.9
3097,274.45,-1.8,2.01,0.775,8.0,low,normal,487.713
3098,131.8,2.5,0.0,0.557,21.0,medium,normal,273.867
3099,130.34,3.1,0.92,0.88,2.0,low,normal,316.735
3100,106.71,1.5,1.26,0.287,1.0,low,normal,218.555
3101,110.48,-0.8,7.36,0.778,4.0,low,priority,369.154
3102,80.61,-2.1,3.61,0.673,10.0,medium,priority,308.253
3103,174.83,0.4,5.24,0.746,15.0,low,normal,423.266
3104,184.56,-2.3,0.0,0.309,13.0,medium,normal,341.461
3105,126.38,2.4,0.66,0.618,23.0,medium,priority,306.511
3106,20.37,0.8,3.23,0.602,18.0,low,normal,127.117
3107,130.11,-0.4,1.2,0.941,9.0,medium,normal,261.318
3108,130.61,0.5,9.5,0.627,9.0,medium,priority,549.057
3109,72.81,1.5,0.57,0.707,3.0,low,normal,161.859
3110,186.73,-0.3,1.35,0.482,6.0,low,priority,291.256
3111,201.43,,3.96,0.86,14.0,medium,normal,485.488
3112,72.92,2.6,5.23,0.633,13.0,medium,normal,410.926
3113,113.5,-1.5,0.28,0.755,2.0,low,normal,179.539
3114,208.7,0.8,7.37,0.69,1.0,low,priority,585.192
3115,222.82,-1.3,2.39,0.287,22.0,low,normal,419.813
3116,126.65,-4.3,4.79,0.657,12.0,medium,normal,567.548
3117,99.99,-2.0,2.22,0.74,5.0,low,normal,264.678
3118,35.56,3.7,2.84,0.815,20.0,low,normal,269.0
3119,110.58,-2.4,0.11,0.617,2.0,low,normal,234.275
3120,208.15,3.0,2.29,0.691,21.0,high,normal,520.505
3121,75.08,2.7,0.0,0.699,1.0,medium,normal,228.248
3122,152.35,0.3,0.0,0.433,15.0,medium,normal,231.759
3123,236.93,0.4,0.32,0.59,10.0,low,priority,358.603
3124,257.44,-2.7,5.36,0.748,10.0,high,normal,795.868
3125,92.53,1.4,1.98,0.734,3.0,low,normal,230.491
3126,148.76,0.1,6.54,0.865,21.0,medium,normal,385.928
3127,183.6,0.9,1.29,0.497,18.0,low,normal,286.623
3128,125.02,1.1,8.73,0.583,14.0,medium,normal,548.906
3129,256.11,0.2,0.36,0.543,17.0,medium,normal,369.872
3130,197.41,-0.7,2.2,0.721,17.0,medium,normal,391.089
3131,97.62,0.7,1.48,0.368,6.0,low,normal,181.364
3132,134.36,-5.0,4.45,0.535,12.0,high,normal,638.499
3133,211.79,-0.7,8.21,0.675,5.0,low,normal,548.541
3134,129.83,1.9,1.87,0.923,13.0,medium,normal,368.012
3135,237.52,4.8,2.08,0.684,13.0,medium,normal,700.229
3136,327.66,0.5,0.0,0.428,12.0,medium,priority,508.879
3137,203.24,-2.5,5.42,0.491,0.0,medium,normal,568.696
3138,91.79,-1.6,6.22,0.523,15.0,high,normal,424.687
3139,125.29,-0.1,1.91,0.777,,low,normal,200.972
3140,130.74,-2.1,2.5,0.67,15.0,high,normal,407.208
3141,135.12,-1.8,6.27,0.828,9.0,high,normal,508.995
3142,257.41,-2.1,0.3,0.527,1.0,medium,normal,395.005
3143,135.97,-1.7,7.72,0.619,0.0,low,normal,474.964
3144,267.84,-0.1,2.69,0.831,0.0,low,normal,397.925
3145,74.65,2.5,4.71,0.919,20.0,low,normal,318.868
3146,59.58,2.8,3.22,0.565,3.0,low,normal,263.408
3147,51.25,5.0,3.32,0.76,12.0,high,normal,489.473
3148,145.03,-1.2,7.15,0.69,5.0,low,normal,436.628
3149,259.42,-2.3,6.03,0.607,12.0,medium,normal,748.346
3150,61.39,-1.9,3.45,0.526,13.0,high,normal,294.361
3151,236.2,-0.9,3.36,0.626,8.0,medium,normal,439.334
3152,214.34,0.3,,0.515,1.0,medium,normal,567.668
3153,225.71,0.6,3.06,0.638,6.0,low,priority,413.267
3154,147.0,3.3,5.18,0.8,4.0,low,normal,510.022
3155,87.66,1.0,1.95,0.87,2.0,low,priority,229.267
3156,263.56,-0.5,1.34,0.946,22.0,low,normal,340.495
3157,39.89,-0.1,1.49,0.778,14.0,low,priority,101.691
3158,161.15,1.9,0.0,,12.0,high,normal,359.806
3159,239.25,1.2,0.0,0.786,1.0,medium,normal,369.404
3160,285.51,-0.7,4.43,0.739,14.0,high,normal,697.195
3161,180.94,0.7,4.41,0.704,17.0,low,normal,418.681
3162,150.41,1.2,6.69,0.532,15.0,low,normal,465.812
3163,104.67,-3.4,1.36,0.185,19.0,medium,normal,286.355
3164,70.43,-0.8,2.54,0.531,12.0,medium,normal,213.347
3165,330.47,0.0,2.79,0.965,1.0,low,normal,503.372
3166,82.03,-2.3,7.09,0.593,1.0,low,normal,360.243
3167,244.23,,1.72,0.411,17.0,high,priority,482.223
3168,161.01,2.0,4.1,0.967,16.0,medium,normal,489.613
3169,59.04,,3.55,0.794,10.0,high,normal,277.369
3170,288.4,0.6,6.74,0.818,4.0,low,priority,730.968
3171,189.18,2.0,1.9,0.614,8.0,low,priority,402.583
3172,197.83,1.7,5.0,0.905,1.0,low,normal,486.492
3173,218.59,-0.1,0.82,0.868,6.0,low,normal,279.069
3174,131.71,-3.3,4.11,0.83,1.0,high,normal,494.843
3175,108.89,-0.9,3.97,0.811,16.0,medium,normal,297.868
3176,167.15,-0.5,0.0,0.799,22.0,medium,normal,209.91
3177,93.01,3.2,2.72,0.759,16.0,high,normal,426.394
3178,73.47,2.7,8.08,0.899,19.0,low,priority,484.23
3179,245.88,-1.9,2.12,0.793,14.0,medium,normal,532.761
3180,160.65,-1.0,6.13,0.939,2.0,medium,priority,495.208
3181,193.42,-2.8,1.71,0.563,7.0,medium,normal,413.032
3182,167.95,2.1,2.64,0.819,22.0,low,normal,360.904
3183,178.01,-1.9,4.12,0.275,11.0,high,normal,548.871
3184,326.07,0.4,8.11,0.928,1.0,low,normal,768.542
3185,113.33,-0.3,5.77,0.776,3.0,low,,277.117
3186,197.86,-1.9,4.19,0.824,1.0,low,,434.545
3187,48.21,-2.0,6.59,0.589,5.0,low,normal,262.992
3188,160.03,0.3,1.98,0.564,6.0,low,normal,253.568
3189,74.45,-0.0,0.0,0.718,3.0,low,normal,76.905
3190,71.69,-1.1,1.26,0.702,2.0,high,normal,192.583
3191,198.33,-4.4,0.0,0.79,23.0,high,normal,469.303
3192,63.18,-0.7,1.63,0.546,11.0,high,normal,182.865
3193,68.56,-1.1,8.74,0.343,21.0,medium,priority,337.184
3194,103.83,0.7,0.79,0.787,8.0,low,priority,195.894
3195,240.39,-0.9,5.2,0.447,5.0,low,normal,533.013
3196,320.13,-5.1,2.71,0.831,16.0,high,normal,883.08
3197,144.92,0.5,4.66,0.847,,medium,normal,344.898
3198,269.87,3.4,2.98,0.757,22.0,medium,normal,627.227
3199,300.08,0.8,6.0,0.576,11.0,medium,normal,773.806
3200,98.94,-4.1,2.5,0.726,8.0,low,normal,358.53
3201,101.73,1.3,0.0,0.527,17.0,medium,normal,232.384
3202,165.1,2.8,1.39,0.785,5.0,medium,normal,390.82
3203,74.34,5.8,0.0,0.77,11.0,medium,normal,411.383
3204,318.38,-3.1,6.98,0.585,10.0,high,normal,1020.158
3205,137.81,2.0,0.0,0.604,9.0,high,priority,363.749
3206,256.52,-0.2,9.41,0.628,22.0,high,normal,771.378
3207,244.71,-0.6,4.11,0.503,2.0,,priority,502.095
3208,143.62,4.0,7.96,0.627,5.0,low,normal,597.673
3209,181.75,1.0,0.74,0.313,0.0,medium,normal,296.668
3210,99.16,-2.2,3.53,0.706,3.0,low,normal,294.733
3211,117.43,1.8,3.17,0.964,17.0,high,priority,443.964
3212,238.59,3.3,2.56,0.399,8.0,medium,normal,585.177
3213,91.93,-2.0,3.0,0.702,20.0,medium,normal,299.2
3214,211.63,4.2,1.72,0.825,19.0,high,normal,538.244
3215,281.27,-1.2,0.46,0.692,9.0,medium,normal,435.629
3216,71.1,3.3,10.34,0.724,11.0,high,normal,688.322
3217,66.8,0.1,3.41,0.941,1.0,medium,normal,138.771
3218,135.82,,7.67,0.745,19.0,low,normal,452.779
3219,150.62,0.4,1.29,0.529,2.0,medium,normal,246.608
3220,117.71,-1.9,3.86,0.565,10.0,medium,priority,415.191
3221,80.39,1.4,0.0,0.662,12.0,medium,normal,193.031
3222,63.73,-0.9,1.1,0.902,8.0,medium,normal,144.263
3223,37.7,1.1,1.18,0.713,15.0,high,normal,152.972
3224,290.7,0.9,2.79,0.811,7.0,low,normal,478.234
3225,237.86,2.2,2.46,0.583,18.0,high,normal,513.203
3226,287.7,2.2,6.16,0.931,6.0,low,priority,774.295
3227,84.45,-4.1,0.0,0.744,16.0,high,normal,347.835
3228,90.86,-1.8,5.77,0.88,11.0,medium,normal,384.825
3229,27.0,-0.3,3.67,0.805,16.0,medium,normal,101.435
3230,281.97,2.1,6.55,0.256,20.0,medium,normal,747.112
3231,209.64,-0.7,1.66,0.637,3.0,medium,normal,377.947
3232,107.56,5.3,6.81,0.41,22.0,low,normal,597.575
3233,99.21,-4.6,4.88,0.561,19.0,medium,normal,470.457
3234,50.47,0.1,3.75,0.295,7.0,low,normal,133.016
3235,72.47,-1.8,4.44,0.289,22.0,low,normal,232.382
3236,46.69,-0.1,2.68,0.562,15.0,medium,priority,144.806
3237,197.67,-2.9,3.3,0.762,18.0,medium,normal,510.53
3238,143.72,3.6,0.0,0.8,6.0,medium,normal,341.189
3239,58.51,4.9,6.51,0.762,9.0,low,normal,529.751
3240,267.41,1.2,1.38,0.718,15.0,low,normal,486.482
3241,188.41,-0.5,2.44,0.635,23.0,low,normal,308.103
3242,320.4,2.0,3.02,0.856,18.0,low,normal,568.978
3243,131.44,-0.5,2.19,0.838,14.0,medium,priority,283.317
3244,104.73,-1.2,4.52,0.69,3.0,medium,normal,297.199
3245,253.5,2.4,1.85,0.769,9.0,low,normal,516.807
3246,108.26,1.0,7.89,0.789,21.0,low,priority,398.312
3247,164.2,-0.8,4.66,0.847,13.0,medium,normal,436.763
3248,265.58,-0.3,0.0,0.628,7.0,,normal,301.011
3249,194.79,-0.7,2.66,0.69,22.0,low,normal,341.474
3250,207.35,2.5,4.57,0.712,3.0,medium,priority,606.881
3251,128.9,2.9,0.0,0.899,5.0,medium,normal,297.891
3252,49.61,-2.2,1.66,0.296,5.0,low,normal,196.616
3253,38.09,-0.1,2.03,0.636,14.0,medium,normal,110.747
3254,126.82,1.5,0.0,0.76,20.0,medium,normal,212.444
3255,121.76,-2.9,4.92,0.707,10.0,medium,normal,521.215
3256,64.15,1.7,2.38,0.765,6.0,medium,normal,195.301
3257,204.18,0.8,3.97,0.896,13.0,medium,priority,533.944
3258,223.12,1.6,0.0,0.899,19.0,low,normal,330.488
3259,34.47,0.2,1.39,0.942,7.0,low,normal,64.002
3260,171.6,-2.2,7.86,0.574,18.0,low,normal,542.502
3261,282.34,0.1,4.51,0.733,3.0,medium,priority,576.708
3262,67.81,1.3,0.0,0.395,3.0,low,normal,127.327
3263,244.71,4.5,2.94,,15.0,low,priority,730.04
3264,196.63,,3.34,0.402,0.0,low,normal,492.296
3265,48.64,-0.8,1.98,0.713,7.0,low,priority,136.707
3266,,1.1,7.88,0.792,2.0,medium,normal,730.377
3267,76.39,-0.9,6.86,0.604,7.0,low,normal,259.638
3268,70.49,2.0,0.0,0.715,13.0,medium,normal,233.103
3269,45.36,-2.5,1.71,0.805,4.0,low,priority,188.312
3270,127.05,0.8,0.29,0.544,12.0,medium,normal,196.755
3271,270.23,-0.0,6.93,0.66,16.0,high,normal,722.597
3272,106.34,0.3,0.0,0.871,9.0,medium,priority,163.601
3273,279.47,-1.5,0.94,0.269,10.0,high,normal,553.197
3274,200.64,3.5,1.73,0.928,23.0,medium,normal,479.661
3275,210.49,1.2,0.47,0.82,3.0,medium,priority,361.94
3276,186.74,0.1,2.62,0.614,11.0,medium,normal,371.942
3277,201.11,-2.8,1.31,0.609,9.0,medium,normal,466.983
3278,102.84,2.6,1.34,0.905,13.0,high,normal,329.473
3279,45.59,-0.4,4.49,0.599,20.0,low,normal,146.312
3280,46.13,0.1,3.83,0.368,23.0,medium,normal,154.467
3281,243.39,-1.1,0.66,0.618,7.0,medium,normal,365.246
3282,158.38,-2.5,3.08,0.775,3.0,medium,normal,417.401
3283,189.34,-0.2,2.91,0.811,1.0,low,normal,332.444
3284,122.55,-0.1,4.69,0.666,20.0,medium,normal,288.411
3285,191.67,-0.1,,0.962,21.0,low,normal,529.897
3286,136.87,0.9,10.6,0.901,23.0,low,normal,518.892
3287,264.92,-1.7,5.73,0.587,1.0,low,normal,594.369
3288,101.64,-0.4,0.96,0.913,6.0,low,priority,174.653
3289,148.34,-0.1,2.4,0.601,23.0,low,priority,259.365
3290,49.68,-1.6,3.24,0.842,2.0,medium,normal,210.355
3291,197.85,-0.7,3.33,0.708,12.0,high,normal,470.128
3292,200.92,1.8,0.0,0.608,12.0,medium,normal,336.576
3293,242.18,2.4,4.84,0.646,18.0,medium,normal,644.195
3294,218.45,2.4,2.64,0.508,5.0,medium,priority,536.701
3295,213.76,-0.3,5.06,0.455,4.0,low,normal,428.58
3296,145.33,2.3,0.0,0.272,4.0,medium,normal,299.869
3297,140.54,-5.5,1.47,0.862,5.0,low,normal,433.509
3298,145.15,4.7,7.43,0.539,2.0,low,normal,662.005
3299,275.53,-2.5,0.87,0.376,7.0,low,normal,439.987
3300,59.86,0.3,7.75,0.943,14.0,medium,priority,299.705
3301,82.88,0.2,4.1,0.564,0.0,medium,priority,244.26
3302,90.12,-3.3,5.09,0.939,8.0,low,priority,412.17
3303,75.53,1.3,0.0,0.626,21.0,medium,normal,157.678
3304,232.07,4.1,9.24,0.628,0.0,medium,normal,913.974
3305,217.49,-1.6,2.06,0.976,6.0,low,priority,472.976
3306,142.68,1.2,0.94,0.895,22.0,medium,normal,252.064
3307,130.5,-4.0,,0.595,14.0,medium,normal,506.356
3308,215.81,-0.2,4.74,0.603,15.0,low,priority,494.048
3309,72.06,,5.77,0.832,20.0,low,priority,368.274
3310,189.16,2.3,6.18,0.537,23.0,high,normal,584.144
3311,189.97,1.6,6.72,0.378,23.0,low,normal,536.451
3312,212.65,3.6,0.0,0.53,13.0,medium,priority,509.984
3313,201.6,3.1,0.0,0.513,,medium,normal,419.442
3314,237.56,0.0,9.86,0.989,8.0,low,normal,646.245
3315,224.64,-5.9,1.31,0.791,7.0,low,normal,562.116
3316,119.13,0.9,0.99,0.74,16.0,low,normal,239.255
3317,84.8,-5.5,5.99,0.683,16.0,high,normal,626.528
3318,99.91,0.7,8.14,0.873,5.0,low,normal,371.381
3319,103.81,-0.0,4.85,0.958,18.0,low,priority,242.589
3320,99.84,-1.0,5.8,0.814,7.0,medium,priority,346.623
3321,335.47,-3.1,2.58,0.717,9.0,low,normal,721.02
3322,174.73,-0.2,4.98,0.738,14.0,high,normal,451.595
3323,73.75,1.9,7.62,0.884,,high,normal,474.449
3324,106.97,-2.8,1.57,0.821,11.0,medium,normal,360.021
3325,111.8,2.0,3.29,0.713,2.0,low,normal,286.531
3326,98.62,3.1,5.0,,12.0,medium,priority,531.509
3327,156.36,4.5,,0.479,20.0,low,priority,461.452
3328,303.47,-0.5,3.95,0.664,20.0,low,normal,533.141
3329,100.41,-2.6,0.35,0.478,9.0,medium,normal,293.586
3330,86.75,3.2,2.18,0.726,11.0,high,normal,417.55
3331,115.38,-2.0,1.22,0.938,13.0,high,,328.684
3332,136.66,2.5,4.24,0.787,19.0,low,priority,429.638
3333,95.54,1.5,2.82,0.818,11.0,high,normal,353.186
3334,203.33,2.1,5.46,0.931,23.0,low,normal,500.468
3335,60.07,0.2,0.0,0.848,13.0,medium,normal,90.145
3336,220.23,-2.2,2.34,0.283,12.0,medium,normal,516.119
3337,96.06,1.0,7.85,0.661,4.0,low,priority,390.204
3338,206.25,-0.6,0.0,0.785,18.0,low,normal,249.544
3339,40.53,1.4,4.35,0.282,23.0,low,priority,206.309
3340,201.68,-2.3,5.63,0.388,6.0,low,normal,507.801
3341,158.47,3.2,4.21,0.93,5.0,low,priority,517.276
3342,123.64,2.2,1.28,0.898,22.0,high,normal,300.799
3343,217.52,-0.1,3.02,0.676,15.0,medium,normal,442.57
3344,50.9,1.9,6.59,0.377,0.0,high,normal,330.522
3345,69.55,,1.8,0.669,13.0,medium,priority,168.278
3346,79.6,1.8,3.61,0.69,0.0,medium,normal,272.997
3347,104.58,-0.8,1.02,0.71,17.0,low,normal,162.699
3348,233.94,3.5,0.0,0.899,9.0,low,normal,476.971
3349,158.94,-2.3,0.0,0.635,18.0,medium,normal,280.655
3350,69.34,0.3,4.11,0.809,15.0,medium,normal,220.649
3351,145.69,-1.7,1.34,,22.0,medium,priority,315.152
3352,44.46,-0.6,6.59,0.313,15.0,medium,normal,225.828
3353,132.34,2.4,2.88,0.586,6.0,high,normal,388.66
3354,44.38,1.5,6.26,0.777,8.0,low,normal,225.965
3355,242.15,-1.0,0.98,0.831,15.0,medium,normal,410.168
3356,254.03,-0.1,3.76,0.402,1.0,medium,priority,522.325
3357,87.21,1.5,0.0,0.805,19.0,low,normal,144.485
3358,,1.6,4.59,0.851,15.0,medium,normal,463.198
3359,302.31,1.8,10.25,0.826,14.0,medium,,1067.402
3360,109.84,-0.7,3.82,0.809,5.0,medium,normal,239.016
3361,159.25,-1.1,1.5,,19.0,medium,normal,280.734
3362,81.15,-2.5,2.41,0.667,7.0,medium,normal,268.004
3363,126.89,-3.3,4.29,0.778,12.0,low,normal,489.593
3364,117.02,-1.9,0.0,0.87,5.0,medium,normal,233.031
3365,226.37,-0.6,3.76,0.693,5.0,low,normal,407.845
3366,113.63,-1.0,0.0,0.653,10.0,high,normal,207.535
3367,30.03,1.0,6.28,0.614,2.0,low,priority,199.01
3368,51.96,0.6,3.05,0.819,2.0,low,normal,133.279
3369,265.16,-1.6,0.69,0.53,18.0,medium,normal,460.964
3370,68.74,2.5,2.39,0.632,21.0,medium,normal,295.482
3371,109.59,0.2,0.0,0.746,4.0,medium,normal,149.614
3372,195.23,1.7,8.36,0.762,16.0,medium,normal,734.911
3373,100.58,1.3,5.35,0.363,8.0,high,normal,376.454
3374,222.39,-4.1,3.45,0.81,21.0,medium,normal,571.343
3375,161.79,2.6,5.84,0.576,8.0,low,normal,523.919
3376,77.81,3.7,2.73,0.832,1.0,medium,normal,369.264
3377,42.87,-0.5,2.57,0.873,20.0,low,normal,150.882
3378,226.25,2.2,4.31,0.615,23.0,high,normal,589.9
3379,249.9,-3.9,3.44,0.783,7.0,low,normal,599.518
3380,158.59,2.1,2.73,0.757,6.0,low,priority,403.357
3381,142.72,-2.6,1.16,0.934,1.0,low,normal,287.102
3382,141.48,-1.6,6.48,0.8,14.0,high,normal,533.518
3383,200.29,3.0,4.33,0.911,19.0,low,,536.185
3384,85.57,1.5,6.55,0.375,23.0,medium,priority,391.473
3385,314.09,-1.7,2.73,0.886,14.0,medium,normal,618.237
3386,146.53,3.7,7.01,0.941,18.0,low,normal,540.176
3387,88.78,-3.6,0.89,0.696,7.0,medium,normal,316.579
3388,155.3,1.3,9.3,0.373,16.0,high,normal,706.114
3389,251.23,1.3,6.46,0.517,6.0,low,normal,628.157
3390,252.2,0.5,2.99,0.762,13.0,medium,normal,505.868
3391,230.52,3.7,0.0,0.665,16.0,high,normal,533.528
3392,65.36,1.4,4.65,0.825,21.0,low,normal,244.053
3393,165.01,1.3,8.34,0.441,0.0,low,normal,536.749
3394,184.72,0.2,1.63,0.598,19.0,medium,normal,312.395
3395,172.15,-1.0,5.23,0.131,12.0,high,normal,548.056
3396,109.95,6.0,3.37,0.937,14.0,high,normal,676.146
3397,321.2,2.4,3.74,0.726,16.0,medium,normal,774.547
3398,150.47,-1.1,1.25,0.753,13.0,high,normal,332.776
3399,194.79,-0.5,10.09,0.727,12.0,medium,priority,740.338
3400,174.57,0.9,2.65,0.882,7.0,medium,normal,327.395
3401,193.62,-2.9,0.66,0.837,13.0,low,priority,429.689
3402,216.29,-1.5,6.79,0.541,11.0,high,normal,705.438
3403,122.5,-0.0,3.43,0.832,0.0,low,normal,213.351
3404,204.14,0.4,4.54,0.931,21.0,medium,normal,441.506
3405,152.87,2.3,2.81,0.8,6.0,low,normal,371.244
3406,277.78,-2.2,8.53,0.956,12.0,high,priority,1057.088
3407,317.41,-1.7,7.24,0.906,17.0,medium,normal,890.148
3408,60.1,1.7,4.89,0.722,6.0,low,normal,257.027
3409,180.29,-2.7,1.71,0.853,8.0,low,normal,378.686
3410,122.25,3.0,1.35,0.959,1.0,medium,priority,348.105
3411,234.92,-0.2,3.3,0.67,21.0,low,priority,411.896
3412,131.75,2.4,1.09,0.248,4.0,low,normal,309.767
3413,205.41,4.2,5.75,0.707,10.0,medium,normal,779.555
3414,123.34,-0.3,0.0,0.61,6.0,low,normal,140.364
3415,102.82,0.3,6.38,0.341,3.0,low,normal,295.869
3416,92.77,-0.6,3.46,0.818,12.0,high,normal,271.751
3417,,0.6,5.05,0.878,19.0,low,normal,250.189
3418,321.7,-0.9,2.55,0.437,10.0,medium,normal,599.361
3419,129.62,-3.7,0.85,0.662,,,normal,384.775
3420,165.85,-1.8,3.64,0.469,22.0,low,normal,382.859
3421,92.24,-1.7,,0.437,4.0,medium,normal,294.44
3422,,-0.2,4.13,0.61,,low,normal,430.749
3423,129.54,-1.9,3.48,0.578,21.0,high,normal,389.77
3424,50.51,1.9,0.43,0.724,6.0,medium,normal,171.384
3425,127.34,0.8,2.81,0.797,23.0,medium,priority,269.047
3426,113.0,-0.9,1.41,0.186,12.0,low,normal,216.637
3427,185.21,2.2,2.25,0.615,1.0,low,priority,437.393
3428,90.78,-0.1,5.03,0.813,22.0,low,normal,205.935
3429,157.57,-3.6,3.22,0.967,9.0,medium,normal,531.995
3430,263.36,5.8,9.21,0.664,10.0,high,priority,1440.52
3431,226.22,-1.4,2.06,0.716,17.0,medium,normal,467.571
3432,148.99,-3.7,10.76,0.71,16.0,medium,normal,837.679
3433,239.36,0.6,6.91,0.79,13.0,medium,normal,694.647
3434,140.98,-1.5,0.0,0.647,2.0,low,normal,239.299
3435,120.48,-1.2,5.07,0.594,19.0,low,normal,349.1
3436,178.42,-3.1,,0.227,2.0,medium,normal,577.814
3437,113.26,1.2,5.65,0.745,0.0,low,normal,357.36
3438,133.82,1.6,0.0,0.78,12.0,medium,normal,262.616
3439,246.22,2.4,5.39,0.775,13.0,medium,normal,730.426
3440,157.93,3.3,0.17,0.684,8.0,medium,priority,358.51
3441,112.45,1.5,,0.544,9.0,medium,priority,435.145
3442,174.94,3.2,5.99,0.948,7.0,high,priority,754.145
3443,64.67,-1.2,0.0,0.349,19.0,low,normal,112.547
3444,132.89,-0.2,1.41,0.837,8.0,low,normal,232.088
3445,104.27,-1.1,2.2,0.768,18.0,medium,normal,249.815
3446,154.53,3.9,5.08,0.806,16.0,medium,normal,623.055
3447,73.84,3.3,5.06,0.573,8.0,low,normal,383.929
3448,84.01,-1.5,2.67,0.716,10.0,low,normal,242.25
3449,57.24,-1.6,,0.403,21.0,low,normal,188.722
3450,163.12,0.2,6.1,0.719,10.0,high,normal,507.946
3451,287.47,-1.7,6.44,0.879,14.0,high,normal,843.124
3452,209.74,1.1,0.0,0.859,20.0,low,normal,278.849
3453,129.89,-0.3,6.6,0.614,21.0,low,priority,405.015
3454,110.86,-0.1,0.0,0.215,12.0,high,priority,182.224
3455,206.89,-0.9,3.54,0.467,9.0,high,normal,510.961
3456,93.05,-0.2,0.74,0.342,22.0,medium,normal,151.943
3457,183.21,-0.7,4.43,0.915,21.0,low,normal,397.108
3458,169.28,-3.8,5.31,0.743,14.0,medium,,639.155
3459,77.45,0.5,0.88,0.668,12.0,medium,normal,150.976
3460,276.74,-2.0,2.67,0.903,19.0,low,normal,482.136
3461,188.9,1.1,8.15,0.904,14.0,medium,normal,649.71
3462,207.85,-0.6,0.0,0.738,8.0,low,priority,291.281
3463,107.45,-0.4,2.29,0.444,6.0,high,normal,227.524
3464,57.25,3.4,6.47,0.817,17.0,medium,normal,500.649
3465,214.74,-0.3,7.99,0.669,0.0,low,,532.338
3466,109.24,-4.7,3.08,0.749,12.0,high,normal,514.004
3467,324.61,3.4,0.0,0.809,8.0,low,normal,524.35
3468,232.94,0.8,3.82,0.307,23.0,medium,normal,480.642
3469,150.22,2.5,0.38,0.731,10.0,medium,normal,358.055
3470,117.83,,8.38,0.627,17.0,medium,normal,672.534
3471,289.78,-0.9,6.45,0.865,19.0,low,normal,651.019
3472,257.4,0.8,3.5,0.415,10.0,medium,normal,529.632
3473,247.21,1.5,2.18,0.721,23.0,,normal,487.003
3474,248.22,0.8,4.22,0.752,8.0,low,normal,508.507
3475,183.81,2.3,3.06,0.715,2.0,low,priority,466.949
3476,208.6,-0.3,3.3,0.63,21.0,low,priority,407.917
3477,177.07,-0.1,2.64,0.923,11.0,high,normal,383.482
3478,158.86,4.0,0.0,0.761,10.0,medium,normal,393.422
3479,110.92,-1.7,3.52,0.351,8.0,medium,priority,310.053
3480,124.65,-2.9,2.3,0.868,15.0,high,normal,412.667
3481,182.54,1.2,6.86,0.864,3.0,low,normal,480.965
3482,170.45,0.5,7.47,0.394,9.0,high,priority,634.591
3483,124.56,1.6,2.66,0.885,14.0,medium,normal,331.101
3484,194.92,-1.1,4.19,0.96,12.0,medium,normal,477.859
3485,181.5,-3.3,4.52,0.664,17.0,medium,priority,665.652
3486,74.66,0.8,1.1,0.668,21.0,low,normal,153.233
3487,69.78,-1.2,2.63,0.473,5.0,medium,priority,206.108
3488,152.45,-2.2,0.0,0.491,,high,normal,329.856
